카페명,지역,정보등급,블로그총량,스니펫수,카페명포함스니펫,블로거수,최신포스트,지역검색_상호,지역검색_업종,지역검색_주소,스니펫예시
슬로보틀 카페,애월,low,141,100,3,85,20260610,,,,카페 슬로보틀 제주 제주시 애월읍 하귀2길 46-16 ⏰10:00 ~ 19:00 0507-1389-1455 3줄 요약 - 디저트 맛 보장 - 취향저격 원두..! - 오션뷰+감성 인
카페 표선하다,표선,low,139,100,50,100,20260708,표선하다,"음식점>카페,디저트",제주특별자치도 서귀포시 표선면 표선당포로 21-3 1층 표선하다,커피 수혈이 필요해 오션뷰 카페를 찾아보다가 발견하게 된 카페 표선하다 특이한 카페같은 느낌이었는데 건물 앞에 주차가 가능합니다 5대 정도?ㅎㅎ 자리가 있어서 주차를 하고 안으로
골든피스 제주점,안덕,low,136,100,99,99,20250531,,,,"진짜.. 반찬 하나하나 너무 정갈하고 맛있으니 꼭 드세요. 제주 서귀포 숙소 에가톳, 서귀포카페 골든피스 제주점은 자연 속에서의 완벽한 휴식과 다양한 프로그램을 통해 제주만의 특별"
쉬젠,우도,low,136,100,99,70,20260628,쉬젠,"음식점>카페,디저트",제주특별자치도 제주시 우도면 우도해안길 254 바동 1층,"선택, 쉬젠라텍스 제주 제주시 한천로에 위치한 쉬젠라텍스는 편안한 잠자리를 고민하는 분들이 찾는 제주 라텍스 전문 매장이에요  몸을 제대로 받쳐주는 침구를 통해 하루의 피로를 안정"
사오월 티클래스,기타,low,127,100,13,97,20260526,사오월,"음식점>카페,디저트",제주특별자치도 서귀포시 안덕면 화순해안로130번길 5-22 사오월티카페,이게 바로 재방문이 거듭되는 제주 티 클래스 사오월 카페 만의 매력이 아닐까 싶었어요. 선물까지 챙기게 되는 곳 제주 티 클래스 사오월 카페에서 티 블랜딩 클래스를 마치고 나오면서
카페까르네,세화,low,126,100,93,95,20260627,세화카페 까르네,"음식점>카페,디저트",제주특별자치도 제주시 구좌읍 상하도길 39-1,있는 카페 까르네 빵을 좋아하는 언니와 디저트를 좋아하는 동생이 함께 만드는 작은 마을 카페예요... 원래 제주블루베리타르트가 유명한데 여름에 한달내내 올레길 걷다 지쳐서 상큼한게
카페 가시림,표선,low,121,100,24,98,20260706,가시림 카페,"음식점>카페,디저트",제주특별자치도 서귀포시 표선면 녹산로5번길 171,다음은 푸릇푸릇 제주 풍경이 보고 싶어서 가게 된 '가시림 수목원' 날씨가 흐릿해서 아쉬웠지만 푸릇한 제주를 풍경으로 사진을 찍을 수 있었다. 이곳은 카페와 함께 운영되고 있었고
백구옥,세화,low,121,100,100,90,20260702,백구옥,음식점>한식,제주특별자치도 제주시 구좌읍 해맞이해안로 1146-4 단독주택,"백구옥 제주시 구좌읍 해맞이해안로 1146-4 영업시간 오전 11시 ~ 오후 5시까지 라스트오더 오후 4시 재료소진시 조기마감 가능성 있고 영업시간 , 휴무일이 유동적임 예약, 포"
일과견,세화,low,117,100,100,85,20260520,,,,"18-20, 2025 제주 2박 3일 / DAY 3 오늘은 제주 여행의 마지막 날! 숙소 체크아웃 하고 아침 먹으러 가는 길... 일과견 카페인 수혈하러 카페로 총총 여기도 서치해"
카페음파,서귀포시내,low,116,100,35,95,20260613,음파,브런치카페,제주특별자치도 제주시 관덕로4길 6 1층,브런치 카페 ‘음파’에 방문했습니다 ! 입구는 오른쪽 대문으로 들어가면 좌측에 위치해있답니다 ! 브런치카페 ‘음파’의 메뉴는 위와 같습니다 ☺️ 주문할 쯤 식기류를 가져다 주셨어요
카페 레미콘,제주시내,low,112,100,27,88,20260705,레미콘,"카페,디저트>베이커리",제주특별자치도 제주시 거로남8길 21-32 101동,예전에 방문했을 때는 카페 이름이 ‘시멘트’였는데 이름이 ‘레미콘’으로 바뀌어있어 궁금했는데 웃음과 문화를 쌓아가는 제주 복합 문화공간이라는 방향성 아래 기존의 ‘시멘트(See.m
카페 어림비,애월,low,110,100,93,95,20260706,카페 어림비,"음식점>카페,디저트",제주특별자치도 제주시 애월읍 어림비로 300-14 1층,제주특별자치도 제주시 애월읍 어림비로 300-14 1층 ☎️ 0507-1310-4314  매일 10:30-18:30  매장 앞 주차장 이용 제주시신상카페 어림비의 외관은 이렇게 생
카페 고도정,서귀포시내,low,109,100,28,99,20260707,,,,"식사 후에는 제주 카페 고도정으로 자리를 옮겼다. 제주 특유의 느린 공기와 차분한 풍경 속에서 대화는... 카페 창밖으로 제주 특유의 고요한 풍경이 스며들 무렵, 우리는 어느새 오"
카페쿠리,성산,low,108,100,80,96,20260706,카페쿠리,"음식점>카페,디저트",제주특별자치도 서귀포시 성산읍 환해장성로 165-21,제주 동쪽 성산읍에 새로 오픈한 카페쿠리. 8월부터 손꼽아 기다려온 공간이라 - 제주시에서 성산으로 향하는 내내 설렘으로 가득했다. 카페쿠리 인스타그램에서 본 게시물이 마음에 남았
카페 쿠리,제주시내,low,108,100,80,96,20260706,카페쿠리,"음식점>카페,디저트",제주특별자치도 서귀포시 성산읍 환해장성로 165-21,제주 동쪽 성산읍에 새로 오픈한 카페쿠리. 8월부터 손꼽아 기다려온 공간이라 - 제주시에서 성산으로 향하는 내내 설렘으로 가득했다. 카페쿠리 인스타그램에서 본 게시물이 마음에 남았
무릉리 패스츄리도넛 크로와상,기타,low,107,100,0,93,20260528,,,,"크로와상을 납작하게 눌러서 만든 걍 앙버터 아니고 크앙버터 밤크림 이것도 맛있어 보였단 말임,,, 할미입맛은 쑥크림도너츠 못참쥐~ 본점 제주점은 크림빵+도넛 종류라면 비킬라점은 패"
탐앤탐스 김녕점,김녕,low,101,100,47,89,20260527,탐앤탐스 김녕아쿠아점,"카페,디저트>카페",제주특별자치도 제주시 구좌읍 일주동로 1921 1층,탐앤탐스 김녕아쿠아점 오후에 바다에서 모래놀이 하려고 했는데 태풍 소식. 비가 어마어마하게 내렸다. #아기랑제주실내 그래서 엄마도 데려다 드릴겸 김녕에 아가랑 갈만한 실내 찾다가
못(MOAT)카페,제주시내,low,100,100,85,93,20260628,못 MOAT,"음식점>카페,디저트",제주특별자치도 서귀포시 남원읍 태위로510번길 47-1 (돌담길 안 20미터 도보로 걸어들어와야 함),"비가 내리는 제주의 여행 속에 가끔 분위기 있는 카페에서 휴식이 필요할 때가 있는데요, 오늘은 비 오는 감성을 물씬 느낄 수 있었던 서귀포에 있는 카페 '못 MOAT'을 방문 리뷰"
소소샵,우도,low,97,97,96,85,20260601,소소샵,"음식점>카페,디저트",제주특별자치도 제주시 우도면 우도해안길 518 1층 소소샵,과일주스와 소소땅(우도땅콩아이스크림) 커피라떼 모두 제주도와 우도의 특색을 살려서 그런지 더욱 맛있게 잘 마실수 있었습니다. 다음에 우도여행을 오게 되면 우이와 도이를 보기 위해서
카페코랫,제주시내,low,95,95,92,88,20251130,카페코랫,"카페,디저트>테이크아웃커피",제주특별자치도 제주시 애월읍 중산간서로 5519,"제주 카페코랫, 오두막 느낌나는 애월 카페 서쪽여행코스 추천 안녕하세요 윤쿠잉입니닷 비오는날 제주도에서 애월에 위치한 카페코랫을 방문했어요. 저는 여름 막바지에 방문을 해서그런지 "
풀잎들커피아카이브,기타,low,94,94,70,80,20260705,풀잎들커피아카이브,"카페,디저트>카페",제주특별자치도 제주시 정든로 20-4 1층,제주 이도이동 카페 풀잎들커피아카이브 지인분이 강추하셔서 들렸는데 시간이 자꾸 안맞아서 어쩌다보니 오픈런 11시 영업시작인데 혹시나하고 인스타 확인하고 갔는데 이날은 12시 오픈이
그린루스카 카페,제주시내,low,89,89,6,84,20260615,그린루스카,"카페,디저트>카페",제주특별자치도 제주시 서사로12길 45 1층,"슝=3 제주 일기 1,2일차가 궁금하다면- &lt;&gt; &lt;&gt; 제주여행기록&lt;Day3&gt; 제주 그린루스카 카페/국화당 보살/제주... 호캉스 너무 좋아~~ 오늘"
제주갈렙카페,조천,low,89,89,8,71,20260707,제주갈렙,"카페,디저트>카페",제주특별자치도 제주시 조천읍 조함해안로 142-40 B동 1층,제주갈렙 카페 또하나의 매력은 마스코트 나나 입니다. 사랑스러운 모습에 웃음이 계속 나왔습니다. 제주 저녁 첫끼는 동쪽 감성숙소 자쿠지 펜션 '스마일앤조이'펜션 사장님 부부가 추천
Cafe Lucia,서귀포시내,low,85,85,30,73,20260509,카페루시아 본점,"음식점>카페,디저트",제주특별자치도 서귀포시 안덕면 난드르로 49-17,카페 루시아 매일 09:30~20:00 (라스트오더 19:30) 제주 서귀포시 안덕면 난드르로 49-17 이번에 소개해 드릴 곳은 제주 서귀포 창천리에 위치한 ‘카페 루시아’CAF
카페루브린라운지,서귀포시내,low,83,83,35,77,20260622,루브린 라운지,"음식점>카페,디저트",제주특별자치도 서귀포시 남원읍 태위로360번길 46,쏘쏘입니다 ღ'ᴗ'ღ 제주 여행에서 가장 좋았던 카페 바로 루브린 라운지라는 곳이었는데요 대형정원이 바로 앞에 있고 2층에서는 오션뷰 감상까지 가능한 제주 카페 루브린 라운지를 소
곽지브롱스,곽지,low,81,81,1,77,20260703,브롱스 브루잉 컴퍼니 제주곽지해수욕장점,"술집>맥주,호프",제주특별자치도 제주시 애월읍 곽지3길 27-1 1층,브롱스브루잉 컴퍼니 | 제주 애월 맛집 추천 00 :: 제주도는 매년마다 한번씩은 가게 된다. 여행을 하도... 있는 제주가 좋더라고? 특히 개인적으로 가장 좋아하는 동네가 바로
나나이로 Nanairo,세화,low,78,78,0,75,20260512,,,,나나이로 nanairo 제주 제주시 구좌읍 구좌로 75-1 영업시간: 매일 11:00~18:00 (휴무일은 인스타공지) 전화번호: 010-****-**** 인스타그램: http:/
먹쿠슬랑,제주시내,low,77,77,77,69,20260523,먹쿠슬낭카페,"음식점>카페,디저트",제주특별자치도 제주시 오라로 24 먹쿠슬낭카페,"왁자지껄한 함덕해변 앞의 카페들보다 제주의 바다를 조용히 만끽하며 편안하고 여유로운 시간을 보내고싶다면, 제주조천카페 먹쿠슬랑 함덕이 더 나은 선택일 수 있겠다~!! 차 한잔하고나"
제주다원 쉼한모금,기타,low,74,74,32,68,20260702,,,,제주다원 쉼한모금 제주 서귀포시 산록남로 1246 주차 가능(무료) 서귀포시에 위치한 제주다원은 1996년 설립된 제주도 민간 1호 다원으로 중문관광단지와 가까우면서도 번잡한 관광
Yuji Coffeeworks,제주시내,low,69,69,0,68,20260704,유지커피웍스,"카페,디저트>카페",제주특별자치도 제주시 오남로 297 유지커피웍스,(설계 : 이성범 건축사무소 / 시공 : TPA architecture) 제주를 담은 건축과 커피 유지커피웍스 유지커피웍스 (YUJI Coffee Works) 위치  제주 제주시
컴포터블 Comfortable,성산,low,66,66,2,60,20260527,,,,안녕하세요 조이스에용 ʚ❤︎ɞ 오늘은 #제주시청소품샵 인 패브릭 제품이 많은 #comfortable #제주컴포터블 을 소개하려고 해용 :) 제주 컴포터블(comfortable) 운
앳모스피어스,한림,low,65,65,65,59,20260515,앳모스피어스,숙박>민박,제주특별자치도 제주시 한림읍 한림로 214 1층,"(개인적으로, 앳모스피어스는 이미 제주의 다른 숙소보다 저렴한데, 깨끗하고 깔끔하고, 위치도 좋다.) ● 앳모스피어스 직접 예약하기 제주공항에서 앳모스피어스까지는 약 50분 해안도"
Kiekee Coffee Stand,제주시내,low,61,61,3,61,20260511,키에키 커피 스탠드,"카페,디저트>카페",제주특별자치도 제주시 진서로 32 1층,"제주 동쪽에 있는 카페, 키에키 커피 스탠드(Kiekee Coffee Stand) 주택가에 길가에 있는 화이트 톤의 카페로 오랜만에 느낀 뭔가 힙한 느낌의 카페였음ㅎㅎㅎㅎ 카페 안"
1225브라우니바,중문,low,61,61,49,50,20260626,1225브라우니바,"카페,디저트>초콜릿전문점",제주특별자치도 서귀포시 천제연로 217 1층,"1225 브라우니바를 제주도 중문 카페라고 소개하기에는 가게 안은 생각보다 작습니다. 하지만, 메뉴판이 있는 것으로 보아 분명 다양한 음료를 파는 제주도 중문 카페가 맞는 것 같아"
세화 오일장 the Sehwa Five-day interval market,세화,low,61,61,0,41,20260627,,,,https://www.youtube.com/watch?v=4BdxN7cTFkc 오일장 우리 어머니들 한겨울 오일장에서... Five-day interval village marke
카페리커버,조천,low,61,61,44,60,20260701,카페 리커버,"음식점>카페,디저트",제주특별자치도 제주시 조천읍 신촌11길 9 1층,"보이는 제주 카페 리커버 위치, 영업시간, 주차정보 -위치- 제주 제주시 조천읍 신촌 11길 9 1층... #제주카페추천 #카페리커버후기 #카페리커버 #카페분위기좋은곳 #제주분위기"
농부의 믿는 구석,제주시내,low,59,59,51,52,20260706,농부의믿는구석,숙박>펜션,제주특별자치도 제주시 조천읍 곱은달길 15-6,다음 제주도 여행을 계획하면 또 방문하고 싶은 제주 조천읍의 숙소 농부의 믿는 구석- 그때는 가족 구성원이 늘어 포뇨와 함께 방문하겠지? 큰 동으로 예약해야겠다 ㅎㅎ
티나케이크 서귀포시점,서귀포시내,low,57,57,39,56,20260701,티나케이크 서귀포시점,"음식점>카페,디저트",제주특별자치도 서귀포시 신서로 50 티나케이크,좋아요 티나케이크 서귀포시점 주차: 걸어서 2분 거리에 공터 주차장 ⭕️ 운영시간: 월~일 10:00~19:00 (제주시와 서귀포시점 운영시간이 다르니 참고) 주차장 주소는 요기!
미띠뽀티하우스 Mitipo teaHaus,성산,low,57,57,0,57,20260426,미띠뽀티하우스,"음식점>카페,디저트",제주특별자치도 제주시 오복2길 34 2층,"제주 미띠뽀티하우스 (Mitipo teahaus) 운영시간 : 연중무휴 11 : 00 - 20 : 00(L/O 19 : 00) * 주차장은 따로 마련되어 있지 않아, 인근 골목 대"
무히어,제주시내,low,57,57,57,48,20260703,무 히어,"카페,디저트>카페",제주특별자치도 서귀포시 남원읍 공천포로 51,#제주올레_5코스 걷기 좋고 풍광 좋기로 소문난 제주올레 코스를 꼽으라면 아마도 여기.. 5코스라는... 오늘의 카페 #무히어 #Mu_here 사실은 이 길을 이미 몇 번 걸었던
남원 아티나 카페,남원,low,55,55,3,28,20260529,,,,"남원 대형 카페 아티나 웨딩촬영과 체험까지 가능한 공간 요즘 남원에도 넓고 독특한 대형 카페들이... 소다에이드 6,000원 더블초코라떼 7,000원 제주녹차라떼 7,000원 디카"
